JNJ,ONE JOHNSON & JOHNSON PLZ,NEW BRUNSWICK,8933,NJ,200406,BBG000BMHYD1,usd,,"Johnson & Johnson is the world's largest and most diverse healthcare firm. Three divisions make up the firm: pharmaceutical, medical devices and diagnostics, and consumer. The drug and device groups represent close to 80% of sales and drive the majority of cash flows for the firm. The drug division focuses on the following therapeutic areas: immunology, oncology, neurology, pulmonary, cardiology, and metabolic diseases. The device segment focuses on orthopedics, surgery tools, vision care, and a few smaller areas. The last segment of consumer focuses on baby care, beauty, oral care, over-the-counter drugs, and women's health. The consumer group is being divested in 2023 under the new name Kenvue. Geographically, just over half of total revenue is generated in the United States.",https://www.jnj.com,1944-09-25 00:00:00,382223183739.04004,Johnson & Johnson,XNYS,2834,PHARMACEUTICAL PREPARATIONS,134400,CS,2408767228
MA,2000 PURCHASE STREET,PURCHASE,10577,NY,1141391,BBG000F1ZSQ2,usd,,"Mastercard is the second-largest payment processor in the world, having processed close to over $8 trillion in transactions during 2022. Mastercard operates in over 200 countries and processes transactions in over 150 currencies.",https://www.mastercard.com,2006-05-25 00:00:00,428243843075,Mastercard Incorporated,XNYS,7389,"SERVICES-BUSINESS SERVICES, NEC",33400,CS,932891500
PG,ONE PROCTER & GAMBLE PLAZA,CINCINNATI,45202,OH,80424,BBG000BR2TH3,usd,,"Since its founding in 1837, Procter & Gamble has become one of the world's largest consumer product manufacturers, generating more than $80 billion in annual sales. It operates with a lineup of leading brands, including more than 20 that generate north of $1 billion each in annual global sales, such as Tide laundry detergent, Charmin toilet paper, Pantene shampoo, and Pampers diapers. P&G sold its last remaining food brand, Pringles, to Kellogg in calendar 2012. Sales outside its home turf represent just more than half of the firm's consolidated total.",https://www.pginvestor.com,1950-03-22 00:00:00,377424577061.60004,Procter & Gamble Company,XNYS,2840,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",107000,CS,2353021054
HD,2455 PACES FERRY ROAD,ATLANTA,30339-4024,GA,354950,BBG000BKZB36,usd,,"Home Depot is the world's largest home improvement specialty retailer, operating more than 2,300 warehouse-format stores offering more than 30,000 products in store and 1 million products online in the United States, Canada, and Mexico. Its stores offer numerous building materials, home improvement products, lawn and garden products, and decor products and provide various services, including home improvement installation services and tool and equipment rentals. The acquisition of distributor Interline Brands in 2015 allowed Home Depot to enter the maintenance, repair, and operations business, which has been expanded through the tie-up with HD Supply (2020). Moreover, the additions of the Company Store brought textile exposure to the lineup, while Redi Carpet added multifamily flooring.",https://www.homedepot.com,1981-09-22 00:00:00,362404695255.72,"Home Depot, Inc.",XNYS,5211,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,471600,CS,995261844
MRK,2000 GALLOPING HILL ROAD,KENILWORTH,7033,NJ,310158,BBG000BPD168,usd,,"Merck makes pharmaceutical products to treat several conditions in a number of therapeutic areas, including cardiometabolic disease, cancer, and infections. Within cancer, the firm's immuno-oncology platform is growing as a major contributor to overall sales. The company also has a substantial vaccine business, with treatments to prevent pediatric diseases as well as human papillomavirus, or HPV. Additionally, Merck sells animal health-related drugs. From a geographical perspective, just under half of the company's sales are generated in the United States.",https://www.merck.com,1949-04-20 00:00:00,324659037522.08,"Merck & Co., Inc.",XNYS,2834,PHARMACEUTICAL PREPARATIONS,69000,CS,2534023084
COST,999 LAKE DRIVE,ISSAQUAH,98027-,WA,909832,BBG000F6H8W8,usd,,"Costco operates a membership-based, no-frills retail model, predicated on offering a select product assortment in bulk quantities at bargain prices. The firm avoids maintaining costly product displays by keeping inventory on pallets and limits distribution expenses by storing its inventory at point of sale in the warehouse. Given Costco's frugal cost structure, the firm is able to price its merchandise below competing retailers, driving high sales volume per warehouse and allowing the retailer to generate strong profits on thin margins. Costco operates nearly 600 warehouses in the United States and boasts over 60% market share in the domestic warehouse club industry. Internationally, Costco operates another 270 warehouses, primarily in markets such as Canada, Mexico, Japan, and the U.K.",https://www.costco.com,1985-11-27 00:00:00,320824519336.32,Costco Wholesale Corp,XNAS,5331,RETAIL-VARIETY STORES,316000,CS,443728416
ABBV,1 NORTH WAUKEGAN ROAD,NORTH CHICAGO,60064,IL,1551152,BBG0025Y4RY4,usd,,"AbbVie is a pharmaceutical firm with a strong exposure to immunology (with Humira, Skyrizi, and Rinvoq) and oncology (with Imbruvica and Venclexta). The company was spun off from Abbott in early 2013. The 2020 acquisition of Allergan added several new products and drugs in aesthetics (including Botox).",http://www.abbvieinvestor.com,2012-12-10 00:00:00,309380144095.25995,ABBVIE INC.,XNYS,2834,PHARMACEUTICAL PREPARATIONS,50000,CS,1766473359
CRM,SALESFORCE TOWER,SAN FRANCISCO,94105,CA,1108524,BBG000BN2DC2,usd,,"Salesforce Inc provides enterprise cloud computing solutions. The company offers customer relationship management technology that brings companies and customers together. Its Customer 360 platform helps the group to deliver a single source of truth, connecting customer data across systems, apps, and devices to help companies sell, service, market, and conduct commerce. It also offers Service Cloud for customer support, Marketing Cloud for digital marketing campaigns, Commerce Cloud as an e-commerce engine, the Salesforce Platform, which allows enterprises to build applications, and other solutions, such as MuleSoft for data integration.",https://www.salesforce.com,2004-06-23 00:00:00,274476400000,"Salesforce, Inc.",XNYS,7372,SERVICES-PREPACKAGED SOFTWARE,79390,CS,968000000
CVX,6001 BOLLINGER CANYON ROAD,SAN RAMON,94583,CA,93410,BBG000K4ND22,usd,,"Chevron is an integrated energy company with exploration, production, and refining operations worldwide. It is the second-largest oil company in the United States with production of 3.0 million of barrels of oil equivalent a day, including 7.7 million cubic feet a day of natural gas and 1.7 million of barrels of liquids a day. Production activities take place in North America, South America, Europe, Africa, Asia, and Australia. Its refineries are in the U.S. and Asia for total refining capacity of 1.8 million barrels of oil a day. Proven reserves at year-end 2022 stood at 11.2 billion barrels of oil equivalent, including 6.1 billion barrels of liquids and 30.9 trillion cubic feet of natural gas.",https://www.chevron.com,1983-12-30 00:00:00,287719440000,Chevron Corporation,XNYS,2911,PETROLEUM REFINING,43846,CS,1851000000
AMD,2485 AUGUSTINE DRIVE,SANTA CLARA,95054,CA,2488,BBG000BBQCY0,usd,,"Advanced Micro Devices designs a variety of digital semiconductors for markets such as PCs, gaming consoles, data centers, industrial, and automotive applications, among others. AMD's traditional strength was in central processing units, CPUs, and graphics processing units, or GPUs, used in PCs and data centers. Additionally, the firm supplies the chips found in prominent game consoles such as the Sony PlayStation and Microsoft Xbox. In 2022, the firm acquired field-programmable gate array, or FPGA, leader Xilinx to diversify its business and augment its opportunities in key end markets such as the data center and automotive.",https://www.amd.com,1979-10-15 00:00:00,265457620107.88998,Advanced Micro Devices,XNAS,3674,SEMICONDUCTORS & RELATED DEVICES,26000,CS,1615786841
NFLX,121 ALBRIGHT WAY,LOS GATOS,95032,CA,1065280,BBG000CL9VN6,usd,,"Netflix's relatively simple business model involves only one business, its streaming service. It has the biggest television entertainment subscriber base in both the United States and the collective international market, with almost 250 million subscribers globally. Netflix has exposure to nearly the entire global population outside of China. The firm has traditionally avoided live programming or sports content, instead focusing on on-demand access to episodic television, movies, and documentaries. The firm recently began introducing ad-supported subscription plans, giving the firm exposure to the advertising market in addition to the subscription fees that have historically accounted for nearly all its revenue.",https://www.netflix.com,2002-05-23 00:00:00,248122707486.40002,NetFlix Inc,XNAS,7841,SERVICES-VIDEO TAPE RENTAL,13000,CS,432759584
WMT,702 SOUTHWEST 8TH ST,BENTONVILLE,72716,AR,104169,BBG000BWXBC2,usd,,"Walmart serves as the preeminent retailer in the United States, with its strategy predicated on superior operating efficiency and offering the lowest priced goods to consumers to drive robust store traffic and product turnover. Walmart augmented its low-price business strategy by offering a convenient one-stop shopping destination with the opening of its first supercenter in 1988.Today, Walmart operates over 4,700 stores in the United States (5,300 including Sam's Club) and over 10,000 stores globally. Walmart generated over $420 billion in domestic namesake sales last year, with Sam's Club contributing another $84 billion to the firm's top line. Internationally, Walmart generated $100 billion in sales. The company serves around 240 million customers globally each week.",https://stock.walmart.com,1970-10-01 00:00:00,467640994211.1,Walmart Inc.,XNYS,5331,RETAIL-VARIETY STORES,2100000,CS,2692233703
ADBE,345 PARK AVE,SAN JOSE,95110-2704,CA,796343,BBG000BB5006,usd,,"Adobe provides content creation, document management, and digital marketing and advertising software and services to creative professionals and marketers for creating, managing, delivering, measuring, optimizing and engaging with compelling content multiple operating systems, devices and media. The company operates with three segments: digital media content creation, digital experience for marketing solutions, and publishing for legacy products (less than 5% of revenue).",https://www.adobe.com,1986-08-20 00:00:00,243411040000,Adobe Inc.,XNAS,7372,SERVICES-PREPACKAGED SOFTWARE,29945,CS,452000000
KO,ONE COCA COLA PLAZA,ATLANTA,30313,GA,21344,BBG000BMX289,usd,,"Founded in 1886, Atlanta-headquartered Coca-Cola is the world's largest nonalcoholic beverage company, with a strong portfolio of 200 brands covering key categories including carbonated soft drinks, water, sports, energy, juice, and coffee. Together with bottlers and distribution partners, the company sells finished beverage products bearing Coca-Cola and licensed brands through retailers and food-service locations in more than 200 countries and regions globally. Coca-Cola generates around two thirds of its total revenues overseas, with a significant portion from emerging economies in Latin America and Asia-Pacific.",https://www.coca-colacompany.com,1924-09-26 00:00:00,264094815728.32,Coca-Cola Company,XNYS,2080,BEVERAGES,79100,CS,4312456168
BAC,BANK OF AMERICA CORPORATE CENTER,CHARLOTTE,28255,NC,70858,BBG000BCTLF6,usd,,"Bank of America is one of the largest financial institutions in the United States, with more than $2.5 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily U.S.-focused.",https://www.bankofamerica.com,1973-01-02 00:00:00,265308559165.40002,Bank of America Corporation,XNYS,6021,NATIONAL COMMERCIAL BANKS,213000,CS,7872657542
PEP,700 ANDERSON HILL RD,PURCHASE,10577,NY,77476,BBG000DH7JK6,usd,,"PepsiCo is a global leader in snacks and beverages, owning well-known household brands including Pepsi, Mountain Dew, Gatorade, Lay's, Cheetos, and Doritos, among others. The company dominates the global savory snacks market and also ranks as the second-largest beverage provider in the world (behind Coca-Cola) with diversified exposure to carbonated soft drinks, or CSD, as well as water, sports, and energy offerings. Convenience foods account for approximately 55% of its total revenue, with beverages making up the rest. Pepsi owns the bulk of its manufacturing and distribution capacity in the United States and overseas. International markets make up 40% of total sales and one third of operating profits.",https://www.pepsico.com,1919-12-18 00:00:00,232044893822.93002,"PepsiCo, Inc.",XNAS,2080,BEVERAGES,318000,CS,1374429271
ACN,1 GRAND CANAL SQUARE,DUBLIN,D2,L2,1467373,,usd,,"Accenture is a leading global IT-services firm that provides consulting, strategy, and technology and operational services. These services run the gamut from aiding enterprises with digital transformation to procurement services to software system integration. The company provides its IT offerings to a variety of sectors, including communications, media and technology, financial services, health and public services, consumer products, and resources. Accenture employs just under 500,000 people throughout 200 cities in 51 countries.",https://www.accenture.com,2001-07-19 00:00:00,226287630027.14,Accenture PLC,XNYS,7389,"SERVICES-BUSINESS SERVICES, NEC",743000,CS,626991854
MCD,110 NORTH CARPENTER STREET,CHICAGO,60607,IL,63908,BBG000BNSZP1,usd,,"McDonald's is the largest restaurant owner-operator in the world, with 2023 system sales of $130 billion across nearly than 42,000 stores and 115 markets. McDonald's pioneered the franchise model, building its footprint through partnerships with independent restaurant franchisees and master franchise partners around the globe. The firm earns roughly 60% of its revenue from franchise royalty fees and lease payments, with most of the remainder coming from company-operated stores across its three core segments: the United States, internationally operated markets, and international developmental/licensed markets.",https://www.investor.mcdonalds.com,1966-07-05 00:00:00,212244764037.30002,McDonald's Corporation,XNYS,5812,RETAIL-EATING PLACES,150000,CS,722142030
TMO,168 THIRD AVENUE,WALTHAM,2451,MA,97745,BBG000BVDLH9,usd,,"Thermo Fisher Scientific sells scientific instruments and laboratory equipment, diagnostics consumables, and life science reagents. The firm operates through four segments as of mid-2023 (revenue figures include some cross-segment revenue): analytical technologies (16% of sales); specialty diagnostic products (10%); life science solutions (24%); and lab products and services, which includes CRO services (54%).",https://www.thermofisher.com,1980-08-27 00:00:00,213605937664.85,"Thermo Fisher Scientific, Inc.",XNYS,3829,"MEASURING & CONTROLLING DEVICES, NEC",130000,CS,386372321
LIN,"FORGE, 43 CHURCH STREET WEST",WOKING SURREY,GU216HT,X0,1707925,,usd,,"Linde is the largest industrial gas supplier in the world, with operations in over 100 countries. The firm's main products are atmospheric gases (including oxygen, nitrogen, and argon) and process gases (including hydrogen, carbon dioxide, and helium), as well as equipment used in industrial gas production. Linde serves a wide variety of end markets, including chemicals, manufacturing, healthcare, and steelmaking. Linde generated approximately $33 billion in revenue in 2023.",https://www.linde.com,1992-06-01 00:00:00,213089972977.56,Linde plc Ordinary Share,XNAS,2810,INDUSTRIAL INORGANIC CHEMICALS,66442,CS,484890486
ABT,100 ABBOTT PARK ROAD,ABBOTT PARK,60064-3500,IL,1800,BBG000B9ZXB4,usd,,"Abbott manufactures and markets cardiovascular and diabetes devices, adult and pediatric nutritional products, diagnostic equipment and testing kits, and branded generic drugs. Products include pacemakers, implantable cardioverter defibrillators, neuromodulation devices, coronary stents, catheters, infant formula, nutritional liquids for adults, continuous glucose monitors, and immunoassays and point-of-care diagnostic equipment. Abbott derives approximately 60% of sales outside the United States.",https://www.abbottinvestor.com,1949-04-19 00:00:00,204526172144.43,Abbott Laboratories,XNYS,2834,PHARMACEUTICAL PREPARATIONS,114000,CS,1735184289
DIS,500 SOUTH BUENA VISTA STREET,BURBANK,91521,CA,1744489,BBG000BH4R78,usd,,"Disney operates in three global business segments: entertainment, sports, and experiences. Entertainment and experiences both benefit from franchises and characters the firm has created over the course of a century. Entertainment includes the ABC broadcast network, several cable television networks, and the Disney+ and Hulu streaming services. Within the segment, Disney also engages in movie and television production and distribution, with content licensed to movie theaters, other content providers, or, increasingly, kept in-house for use on Disney's own streaming platform and television networks. The sports segment houses ESPN and the ESPN+ streaming service. Experiences contains Disney's theme parks and vacation destinations, and also benefits from merchandise licensing.",https://www.thewaltdisneycompany.com,1962-01-02 00:00:00,197499321642.45,The Walt Disney Company,XNYS,7990,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,225000,CS,1834302235
CSCO,170 WEST TASMAN DR,SAN JOSE,95134-1706,CA,858877,BBG000C3J3C9,usd,,"Cisco Systems is the largest provider of networking equipment in the world and one of the largest software companies in the world. Its largest businesses are selling networking hardware and software (where it has leading market shares) and cybersecurity software like firewalls. It also has collaboration products, like its Webex suite, and observability tools. It primarily outsources its manufacturing to third parties and has a large sales and marketing staff�25,000 strong across 90 countries. Overall, Cisco employees 80,000 employees and sells its products globally.",https://www.cisco.com,1990-02-16 00:00:00,196304589638.4,"Cisco Systems, Inc. Common Stock (DE)",XNAS,3576,COMPUTER COMMUNICATIONS EQUIPMENT,84900,CS,4049187080
WFC,420 MONTGOMERY STREET,SAN FRANCISCO,94104,CA,72971,BBG000BWQFY7,usd,,"Wells Fargo is one of the largest banks in the United States, with approximately $1.9 trillion in balance sheet assets. The company has four primary segments: consumer banking, commercial banking, corporate and investment banking, and wealth and investment management. It is almost entirely focused on the U.S.",https://www.wellsfargo.com,1962-12-10 00:00:00,188388174130.74,Wells Fargo & Co.,XNYS,6021,NATIONAL COMMERCIAL BANKS,226000,CS,3577443489
INTC,2200 MISSION COLLEGE BLVD,SANTA CLARA,95054,CA,50863,BBG000C0G1D1,usd,,"Intel is a leading digital chipmaker, focused on the design and manufacturing of microprocessors for the global personal computer and data center markets. Intel pioneered the x86 architecture for microprocessors and was the prime proponent of Moore's law for advances in semiconductor manufacturing. Intel remains the market share leader in central processing units in both the PC and server end markets. Intel has also been expanding into new adjacencies, such as communications infrastructure, automotive, and the Internet of Things. Further, Intel expects to leverage its chip manufacturing capabilities into an outsourced foundry model where it constructs chips for others.",https://www.intel.com,1971-10-13 00:00:00,183791160000,Intel Corp,XNAS,3674,SEMICONDUCTORS & RELATED DEVICES,124800,CS,4228000000
INTU,2700 COAST AVENUE,MOUNTAIN VIEW,94043,CA,896878,BBG000BH5DV1,usd,,"Intuit is a provider of small-business accounting software (QuickBooks), personal tax solutions (TurboTax), and professional tax offerings (Lacerte). Founded in the mid-1980s, Intuit controls the majority of U.S. market share for small-business accounting and DIY tax-filing software.",https://www.intuit.com,1993-03-12 00:00:00,178674750720,Intuit Inc,XNAS,7372,SERVICES-PREPACKAGED SOFTWARE,18200,CS,279936000
ORCL,2300 ORACLE WAY,AUSTIN,78741,TX,1341439,BBG000BQLTW7,usd,,"Oracle provides database technology and enterprise resource planning, or ERP, software to enterprises around the world. Founded in 1977, Oracle pioneered the first commercial SQL-based relational database management system. Today, Oracle has 430,000 customers in 175 countries, supported by its base of 136,000 employees.",https://www.oracle.com,1986-03-12 00:00:00,297323403520,Oracle Corp,XNYS,7372,SERVICES-PREPACKAGED SOFTWARE,164000,CS,2748922000
VZ,1095 AVENUE OF THE AMERICAS,NEW YORK,10036,NY,732712,BBG000HS77T5,usd,,"Wireless services account for about 70% of Verizon Communications' total service revenue and nearly all of its operating income. The firm serves about 93 million postpaid and 21 million prepaid phone customers (following the acquisition of Tracfone) via its nationwide network, making it the largest U.S. wireless carrier. Fixed-line telecom operations include local networks in the Northeast, which reach about 25 million homes and businesses and serve about 8 million broadband customers. Verizon also provides telecom services nationwide to enterprise customers, often using a mixture of its own and other carriers' networks.",https://www.verizon.com,1984-04-17 00:00:00,172795597407.30002,Verizon Communications,XNYS,4813,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),105400,CS,4204272443
